x,y,z,phi1,PHI,phi2,phase,grain_id,kam,stored_energy,is_recrystallized
0.0,18.0,0.0,343.9813913096846,85.5048051891059,169.3285049573811,1,8,7.425613887860156,0.0,0
0.0,18.0,1.0,343.9813913096846,85.5048051891059,169.3285049573811,1,8,7.215043763424185,0.0,0
0.0,18.0,2.0,343.9813913096846,85.5048051891059,169.3285049573811,1,8,6.6553245595466715,0.0,0
0.0,18.0,3.0,343.9813913096846,85.5048051891059,169.3285049573811,1,8,6.443538904875268,0.0,0
0.0,18.0,4.0,343.9813913096846,85.5048051891059,169.3285049573811,1,8,6.807835263340031,0.0,0
0.0,18.0,5.0,340.20497433543835,91.47441956942811,164.89650490655495,1,9,8.248127500221818,0.0,0
0.0,18.0,6.0,343.9813913096846,85.5048051891059,169.3285049573811,1,8,7.158020079487407,0.0,0
0.0,18.0,7.0,343.9813913096846,85.5048051891059,169.3285049573811,1,8,7.158020079487407,0.0,0
0.0,18.0,8.0,344.66840218142727,89.10787789215942,164.04824024639024,1,10,6.218598083700416,0.0,0
0.0,18.0,9.0,343.9813913096846,85.5048051891059,169.3285049573811,1,8,6.999530066842953,0.0,0
0.0,19.0,0.0,343.9813913096846,85.5048051891059,169.3285049573811,1,8,7.395755098454088,0.0,0
